name,stop,synonymous,nonsynonymous
lib1-plasmid-210921,0.00033345622122015617,0.0010149290283665742,0.007073711607630156
lib2-plasmid-210921,0.00032924090632212554,0.0010824126520657085,0.007161653163140647
lib2-Huh-7.5-210921,2.9170817266623466e-05,0.001452740488469277,0.0028649346672243287
lib3-plasmid-210921,0.00034371231702172406,0.0011295964678021701,0.007396609418613478
lib3-Huh-7.5-210921,2.85626540921407e-05,0.0014389893088541292,0.002770763826409701
lib1-Huh-7.5-210921,3.396016927811771e-05,0.0014611470300800265,0.0029560822792139775
wt-Huh-7.5-210921,3.164216685558627e-05,0.0006307898631564956,0.0014188571633385455
wt-plasmid-210921,2.070945275005602e-05,0.0002798431179302442,0.0006711986737454054
lib1-C6-36-multi,3.3010664559542105e-05,0.0015602672974962776,0.0028932299632622263
lib2-C6-36-multi,3.386339237113423e-05,0.0016329575513415564,0.0029122517439175437
lib3-C6-36-multi,4.421566000814481e-05,0.0017221624864189283,0.0031144788743333375
wt-C6-36-multi,3.4219873658261674e-05,0.0007456002902631198,0.0016715016564711092
