name,stop,synonymous,nonsynonymous
lib2-Huh-7.5-210921,4.373609624673752e-05,0.00149638338126359,0.002459171537350515
lib2-plasmid-210921,0.00028416876989294606,0.001221042636274662,0.007109608264633175
lib3-plasmid-210921,0.00029166329173392467,0.0012747003738413614,0.007153228560613274
lib1-plasmid-210921,0.00030153437671610607,0.0012847754185756639,0.007767327370840751
lib3-Huh-7.5-210921,4.639605297757666e-05,0.0015166448795972767,0.00246570664830373
lib1-Huh-7.5-210921,4.525082637191654e-05,0.0015106486649160214,0.0025659490560895355
wt-Huh-7.5-210921,4.3607282819159494e-05,0.0008087168813735034,0.0014983098441068883
wt-plasmid-210921,2.98739779420212e-05,0.0003867691666280428,0.0007352073836172423
lib1-C6-36-multi,6.595236267884885e-05,0.0018515279204314753,0.003384660499735168
lib2-C6-36-multi,6.093275206738492e-05,0.0018051618034900503,0.0031504256170975247
lib3-C6-36-multi,6.151801111506814e-05,0.0019030131155483797,0.0033513959169442736
wt-C6-36-multi,5.72362017196513e-05,0.0011731197147798478,0.0021968099417799584
