name,stop,synonymous,nonsynonymous
lib3-plasmid-210528,0.00026682253593862795,0.0011923561272004126,0.005506641656994381
lib1-Huh-7.5-210528,4.1209855351345164e-05,0.0013206129221401042,0.002583969308516778
lib3-Huh-7.5-210528,4.1020130498126645e-05,0.0014234421667216946,0.0025897230259694956
wt-Huh-7.5-210528,4.330089002083938e-05,0.0007715521049381934,0.0016883069664584264
wt-plasmid-210528,2.8645741454006727e-05,0.00046422587913162266,0.0010327305005346655
lib2-plasmid-210528,0.0003170071505490046,0.0011853939326798876,0.006315167906782311
lib1-plasmid-210528,0.0002764682911465087,0.0011066009042310638,0.005547268218197887
lib2-Huh-7.5-210528,4.130770056436533e-05,0.0014640732601560336,0.002827182184359341
lib1-C6-36-multi,4.1454512684179696e-05,0.0012940416647891978,0.0023166163505009088
lib2-C6-36-multi,6.929144468868721e-05,0.0015347480760052323,0.0028113672493203625
lib3-C6-36-multi,4.280222676280565e-05,0.0013674961217164084,0.0023400025297922486
wt-C6-36-multi,4.249103530337578e-05,0.0006882088799479807,0.001517276453751444
