name,stop,synonymous,nonsynonymous
lib3-Huh-7.5-210702,6.710070916106447e-05,0.0014448906122540505,0.002258049282158312
lib1-plasmid-210702,0.0002883078983423935,0.0012342660694845615,0.007335633010098368
lib2-plasmid-210702,0.0002683219837717647,0.00120174226132659,0.007140587675689213
lib3-plasmid-210702,0.0002735270294553145,0.0011897988837169672,0.007071649553324753
lib1-Huh-7.5-210702,6.794317176848356e-05,0.0014611216707804944,0.0022930575130607417
wt-Huh-7.5-210702,6.502081655736401e-05,0.0006582716264770336,0.0015078305368395706
wt-plasmid-210702,5.6306111780952685e-05,0.000523231602750316,0.0012319577944002425
lib2-Huh-7.5-210702,6.615870757885511e-05,0.0014566907147230362,0.00226251816280935
lib1-C6-36-multi,5.3563148304835354e-05,0.0013574209717787606,0.0019177475575048665
lib2-C6-36-multi,5.255926560198326e-05,0.001324747641398544,0.0018640360630688597
lib3-C6-36-multi,5.386261675738458e-05,0.0013047669792720063,0.0019400049128738572
wt-C6-36-multi,5.409065348148952e-05,0.0005665986931063032,0.001249822464299447
lib1-Huh-7.5-noSTAT2-240130,4.324313469215624e-05,0.0008553572369912886,0.0009172765862021934
lib2-Huh-7.5-noSTAT2-240130,3.968723959748021e-05,0.0008147161628130853,0.0008481647794992324
lib3-Huh-7.5-noSTAT2-240130,6.660519509038051e-05,0.0008886115515482423,0.0010382180481832443
wt-Huh-7.5-noSTAT2-240130,4.537885968171902e-05,0.00010311760472416752,0.000258283072022534
