name,stop,synonymous,nonsynonymous
wt-plasmid-201112,3.9276753135621726e-05,0.0005470352605395026,0.0010348714630396526
lib1-plasmid-201112,0.0005821960513894464,0.001425043808415412,0.008378219585429931
lib2-plasmid-201112,0.000603573464201035,0.0014669258879342055,0.008401373640597506
lib3-plasmid-201112,0.0007434551591170246,0.001516834856750576,0.010116620635536437
wt-Huh-7.5-201112,5.78600440834267e-05,0.0008652287028764312,0.001656759935665072
lib1-Huh-7.5-201112,5.725382166810797e-05,0.0018091521972611122,0.0033045103522403017
lib2-Huh-7.5-201112,5.899704740682194e-05,0.0018271432036260794,0.0032687616069141936
lib3-Huh-7.5-201112,5.7263487444799467e-05,0.001921438451085862,0.003481494606932471
lib1-Huh-7.5-210313,4.396652931023999e-05,0.0018583394268032643,0.0032957227219127415
lib2-Huh-7.5-210313,4.9990093079503605e-05,0.001918298651520086,0.0032065399339994125
lib3-Huh-7.5-210313,4.86533167371464e-05,0.002021336048851069,0.003445622659785274
wt-Huh-7.5-210313,4.552783453768508e-05,0.000917076726317123,0.0016976823634274568
lib1-C6-36-multi,5.058492728908661e-05,0.0017528005278118516,0.00302957798318628
lib2-C6-36-multi,4.2141729780634756e-05,0.0018106995188995301,0.0030283714863223246
lib3-C6-36-multi,4.2713563965187236e-05,0.001821056336857251,0.003111130983915072
wt-C6-36-multi,4.233023338955595e-05,0.0008558931304320272,0.0016140638934961653
